locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	188848	189670	-	null	type III secretion apparatus lipoprotein, YscJ/HrcJ family	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	189666	190059	-	null	type III secretion inner rod protein HrpB2	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	190113	190731	-	null	type III secretion protein HrpB1	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	191042	192119	+	null	type III secretion protein U	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	192158	194267	+	null	type III secretion protein V	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	194294	194924	+	null	type III secretion control protein HpaP	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	194965	196231	+	null	type III secretion protein Q	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	196208	196877	+	null	type III secretion protein R	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	196885	197149	+	null	type III secretion protein S	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	197145	198138	+	null	hypothetical protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	198263	199556	+	null	type III secretion protein D	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	199539	199782	+	null	hypothetical protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	199882	200137	+	null	hypothetical protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	200269	200719	+	null	Tir chaperone protein (CesT) family protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	200906	201662	+	null	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	201747	202857	-	null	TIGR03118 family protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	203121	204849	+	null	hypothetical protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	205017	206103	-	null	Signal transduction histidine kinase	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	206266	206644	-	null	Response regulator	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	206824	207511	-	null	two component transcriptional regulator, LuxR family	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	207627	212706	-	null	Predicted ATPase	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	213119	213452	+	null	hypothetical protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	213555	214335	-	null	Pimeloyl-ACP methyl ester carboxylesterase	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	214418	214754	-	null	protein of unknown function (DUF4148)	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	214993	216502	-	null	Microcystin degradation protein MlrC, contains DUF1485 domain	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	216619	217909	-	null	Sugar phosphate permease	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	218069	219038	+	null	DNA-binding transcriptional regulator, LysR family	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	219101	219689	+	null	transcriptional regulator, TetR family	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	219796	220306	-	null	Cytochrome P460	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	220328	221360	-	null	Pimeloyl-ACP methyl ester carboxylesterase	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	221509	221929	-	null	protein of unknown function (DUF4148)	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	222159	223359	+	null	hypothetical protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	223767	224019	+	null	protein of unknown function (DUF4148)	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	224083	224371	+	null	hypothetical protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	224593	225865	+	null	Pimeloyl-ACP methyl ester carboxylesterase	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	225958	227191	+	null	MFS transporter, CP family, cyanate transporter	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	227384	228179	+	null	Acetyltransferase (GNAT) domain-containing protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	228287	229133	+	null	hypothetical protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	229428	229977	+	null	RNA polymerase sigma-70 factor, ECF subfamily	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	229973	230936	+	null	Putative zinc-finger	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	231693	232206	+	null	RNA polymerase sigma-70 factor, ECF subfamily	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	232313	232745	+	null	Nucleotide-binding universal stress protein, UspA family	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	232834	234235	-	null	amidase	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	234422	235511	-	null	Signal transduction histidine kinase	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	235920	237612	+	null	thioredoxin reductase (NADPH)	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	237680	239060	-	null	Tripartite tricarboxylate transporter TctA family protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	239059	239560	-	null	hypothetical protein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	239921	241208	-	null	3-hydroxy-3-methylglutaryl-coenzyme A reductase	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	241368	242757	+	null	transcriptional regulator, GntR family	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	242784	243963	-	null	Predicted arabinose efflux permease, MFS family	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	244057	244501	-	null	protein of unknown function (DUF3331)	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	244616	245000	-	null	Predicted periplasmic or secreted lipoprotein	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	245340	246396	-	null	Signal transduction histidine kinase	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	246766	248185	-	null	aldehyde dehydrogenase (NAD+)	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	248295	249195	+	null	DNA-binding transcriptional regulator, LysR family	null	null
ASM38327v1_10	null	1	H281DRAFT_scaffold00010.10	249639	249840	+	null	Predicted secreted hydrolase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	0	432	+	null	Permeases of the drug/metabolite transporter (DMT) superfamily	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	577	1054	+	null	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	1215	2655	-	null	MFS transporter, putative metabolite:H+ symporter	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	2730	4689	-	null	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	4782	5682	-	null	DNA-binding transcriptional regulator, LysR family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	5908	6871	+	null	Putative SOS response-associated peptidase YedK	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	6975	7248	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	7394	7847	-	null	protein of unknown function (DUF3597)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	8101	8380	+	null	Uncharacterized conserved protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	8473	8947	-	null	Sporulation protein YlmC, PRC-barrel domain family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	9093	9528	-	null	camphor resistance protein CrcB	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	9706	10909	-	null	ammonium transporter	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	11312	12995	+	null	Bacteriophytochrome (light-regulated signal transduction histidine kinase)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	13086	13413	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	13527	14109	-	null	protease I	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	14328	14805	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	14806	14938	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	14934	15390	+	null	transcriptional regulator, BadM/Rrf2 family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	15533	16181	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	16422	19092	+	null	small conductance mechanosensitive channel	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	19102	19546	-	null	Predicted metal-dependent enzyme of the double- stranded beta helix superfamily	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	19645	19741	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	19870	20338	+	null	transcriptional regulator, AsnC family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	20498	20726	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	20885	23381	-	null	Uncharacterized membrane protein YccC	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	23606	26984	+	null	DNA helicase/exodeoxyribonuclease V, gamma subunit	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	26980	30682	+	null	DNA helicase/exodeoxyribonuclease V, beta subunit	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	30678	33003	+	null	exodeoxyribonuclease V alpha subunit	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	33057	33201	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	33205	33610	+	null	ribosome-associated protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	33606	34932	-	null	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	35482	35773	+	null	Quinol monooxygenase YgiN	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	35869	36127	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	36348	36588	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	36806	37484	-	null	Uncharacterized SAM-binding protein YcdF, DUF218 family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	37792	38116	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	38498	38753	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	39308	39710	-	null	putative transposase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	40115	41018	+	null	DNA-binding transcriptional regulator, LysR family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	41268	42495	+	null	Aspartate/methionine/tyrosine aminotransferase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	42843	43977	+	null	condensin subunit ScpB	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	44041	45937	+	null	ribosomal large subunit pseudouridine synthase B (EC 5.4.99.-)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	46422	46881	+	null	ribosome maturation factor RimP	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	46877	48353	+	null	NusA antitermination factor	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	48447	51393	+	null	bacterial translation initiation factor 2 (bIF-2)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	51570	51936	+	null	ribosome-binding factor A	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	52044	52980	+	null	tRNA pseudouridine synthase B	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	53130	54693	-	null	MFS transporter, DHA2 family, multidrug resistance protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	54724	55981	-	null	membrane fusion protein, multidrug efflux system	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	56081	57650	-	null	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	57699	58215	-	null	transcriptional regulator, MarR family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	58562	60389	+	null	GTP-binding protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	60696	63558	+	null	2-oxoglutarate dehydrogenase E1 component	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	63702	64992	+	null	2-oxoglutarate dehydrogenase E2 component	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	65143	66574	+	null	dihydrolipoamide dehydrogenase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	66663	67761	+	null	cell division protein ZapE	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	67932	68406	+	null	Transposase and inactivated derivatives	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	68508	68994	-	null	Uncharacterized conserved protein, DUF2147 family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	70031	70772	+	null	Protein of unknown function (DUF2968)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	70928	71123	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	71450	71675	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	71704	72172	-	null	host factor-I protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	72802	72940	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	72954	73482	+	null	RNA polymerase sigma-70 factor, ECF subfamily	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	73478	74342	+	null	Transmembrane transcriptional regulator (anti- sigma factor RsiW)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	74418	75996	+	null	4-cresol dehydrogenase (hydroxylating) (EC 1.17.99.1)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	76079	76490	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	76486	77515	-	null	Protein of unknown function (DUF1571)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	77564	79397	-	null	long-chain acyl-CoA synthetase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	79488	80790	-	null	3-ketoacyl-CoA thiolase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	80870	81806	-	null	Acyl dehydratase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	81808	83260	-	null	3-oxoacyl-[acyl-carrier protein] reductase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	83376	85875	-	null	acyl-CoA dehydrogenase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	85976	86810	-	null	transcriptional regulator, TetR family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	87064	88315	-	null	MFS transporter, SHS family, lactate transporter	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	88709	89870	+	null	response regulator receiver sensor signal transduction histidine kinase (EC 2.7.13.3)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	89880	92589	-	null	Signal transduction histidine kinase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	92617	93832	-	null	Predicted amino acid dehydrogenase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	94000	94258	+	null	Copper binding protein CusF	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	94349	94997	+	null	Thiosulfate reductase cytochrome b subunit	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	94999	95791	+	null	sulfoxide reductase catalytic subunit YedY	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	95849	96464	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	96613	97456	-	null	Predicted membrane protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	97462	98197	-	null	amino acid ABC transporter substrate-binding protein, PAAT family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	98431	98929	-	null	Low affinity Fe/Cu permease	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	99147	100008	+	null	methyltransferase, TIGR00027 family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	100055	101384	-	null	chromate transporter	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	101606	103085	-	null	DNA polymerase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	103091	104306	-	null	putative DNA modification/repair radical SAM protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	104548	105154	+	null	2'-5' RNA ligase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	105506	105671	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	105788	106220	+	null	protein of unknown function (DUF1992)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	106303	106987	+	null	tRNA(adenine34) deaminase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	107036	107963	+	null	murein tetrapeptidase LD-carboxypeptidase (EC:3.4.17.13). Serine peptidase. MEROPS family S66	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	108272	109073	+	null	transcriptional regulator, GntR family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	109427	110909	+	null	nucleobase:cation symporter-1, NCS1 family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	111000	111828	+	null	allantoin racemase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	112020	112971	+	null	putative urate catabolism protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	112967	113489	+	null	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	113630	114644	+	null	allantoicase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	114640	115153	+	null	ureidoglycolate lyase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	115521	116715	-	null	Uncharacterized membrane protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	116899	117253	-	null	5-hydroxyisourate hydrolase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	117790	119188	+	null	Cytosine/adenosine deaminase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	119257	120190	-	null	transcriptional regulator, LysR family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	120439	122041	+	null	nucleoside ABC transporter ATP-binding protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	122107	123214	+	null	nucleoside ABC transporter membrane protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	123242	124172	+	null	nucleoside ABC transporter membrane protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	124242	125337	+	null	nucleoside-binding protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	125463	125673	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	126009	127602	+	null	ATPase components of ABC transporters with duplicated ATPase domains	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	127714	128209	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	128377	129802	+	null	betaine-aldehyde dehydrogenase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	129931	131122	+	null	nitronate monooxygenase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	131191	131845	+	null	outer membrane protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	131929	132133	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	132167	132314	+	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	132295	133645	-	null	Outer membrane phospholipase A	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	133938	135234	-	null	manganese transport protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	135796	136897	+	null	putrescine transport system substrate-binding protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	136986	138153	+	null	putrescine transport system ATP-binding protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	138149	139079	+	null	putrescine transport system permease protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	139078	139894	+	null	putrescine transport system permease protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	140465	141869	-	null	methyl-accepting chemotaxis sensory transducer	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	142459	142759	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	142772	143252	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	143393	143669	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	143955	144978	-	null	Pimeloyl-ACP methyl ester carboxylesterase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	145049	146549	-	null	Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	146733	147468	+	null	transcriptional regulator, TetR family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	147575	148811	-	null	Tetratricopeptide repeat-containing protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	148957	149638	-	null	phage shock protein A (PspA) family protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	150084	150717	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	151030	153694	+	null	penicillin-binding protein 1A	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	153967	154933	+	null	KDO2-lipid IV(A) lauroyltransferase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	155270	156851	-	null	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	156853	159982	-	null	Multidrug efflux pump subunit AcrB	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	159978	161148	-	null	RND family efflux transporter, MFP subunit	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	161366	161984	+	null	transcriptional regulator, TetR family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	162517	163528	+	null	transcriptional regulator, LysR family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	163541	163931	-	null	Mannose-6-phosphate isomerase, cupin superfamily	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	164049	164976	-	null	transcriptional regulator, AraC family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	164972	165203	-	null	Protein of unknown function (DUF2795)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	165512	165767	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	166015	167353	-	null	beta subunit of N-acylethanolamine-hydrolyzing acid amidase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	167505	169329	-	null	chloride channel protein, CIC family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	169351	170089	-	null	glutathione S-transferase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	170248	171337	-	null	conserved hypothetical integral membrane protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	171453	172344	+	null	transcriptional regulator, LysR family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	172518	173292	+	null	Sugar phosphate isomerase/epimerase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	173380	174370	+	null	2-dehydro-3-deoxygluconokinase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	174538	175828	+	null	Sugar phosphate permease	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	175832	176798	+	null	gluconate 2-dehydrogenase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	176832	177945	+	null	transcriptional regulator, LacI family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	178064	178934	+	null	Uncharacterized membrane protein YhfC	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	179034	179400	+	null	Protein of unknown function (DUF3022)	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	179405	179849	-	null	PGDYG protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	180039	180558	-	null	LTXXQ motif family protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	180757	181642	+	null	transcriptional regulator, LysR family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	181708	182167	+	null	transcriptional regulator, AsnC family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	182573	183680	+	null	Saccharopine dehydrogenase, NADP-dependent	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	183782	184403	-	null	Dephospho-CoA kinase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	184399	184699	-	null	hypothetical protein	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	184768	185746	+	null	magnesium transporter	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	186099	187062	+	null	monosaccharide ABC transporter substrate-binding protein, CUT2 family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	187583	189179	+	null	monosaccharide ABC transporter ATP-binding protein, CUT2 family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	189175	190252	+	null	monosaccharide ABC transporter membrane protein, CUT2 family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	190402	191443	+	null	transcriptional regulator, LacI family	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	191523	192447	+	null	ribokinase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	192935	194750	+	null	methyl-accepting chemotaxis sensory transducer with TarH sensor	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	195176	195938	+	null	2-keto-4-pentenoate hydratase	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	196840	198763	+	null	putative serine protein kinase, PrkA	null	null
ASM38327v1_11	null	1	H281DRAFT_scaffold00011.11	198886	200158	+	null	hypothetical protein	null	null
